Title,ParentID,CollaborationPeriod,ResponsibleEntity,TypeOfSubmission,StrategicPlanENG,StrategicPlanSPA,HealthAgendaENG,HealthAgendaSPA,DescriptionENG,DescriptionSPA,ExpectedResultsENG,ExpectedResultsSPA,DurationENG,DurationSPA
NSA-2025-45-WPA_4,45,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,"OCM 22: Research, ethics, and innovation for health; OCM 17: Elimination of communicable diseases; OCM 08: Access to health technologies; OCM 04: Response capacity for communicable diseases; OCM 01: Access to comprehensive and quality health services; OCM 02: Health throughout the life course.","OCM 22: Investigación, ética e innovación para la salud; OCM 17: Eliminación de enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 04: Capacidad de respuesta ante enfermedades transmisibles; OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 02: Salud a lo largo del ciclo de vida.","Goal 10: Communicable Diseases; Goal 7: Evidence and Knowledge in Health; Goal 5: Medicines, Vaccines, and Technologies; Goal 1: Equitable Access to Health Services","Meta 10: Enfermedades Transmisibles; Meta 7: Evidencia y Conocimiento en Salud; Meta 5: Medicamentos, Vacunas y Tecnologías; Meta 1: Acceso Equitativo a los Servicios de Salud","4. Dengue: DNDi supported scientific exchange and capacity-building for dengue management, focusing on research and development for new therapeutics. Activities include co-organizing expert dialogues and participating in the Dengue Alliance to promote South-South cooperation, strengthen the integrated response to arboviruses, and position dengue as a strategic priority for regional innovation and access.","4. Dengue: DNDi apoyó el intercambio científico y la capacitación para la gestión del dengue, con un enfoque en la I+D de nuevos tratamientos. Las actividades incluyen la coorganización de diálogos de expertos y la participación en la Alianza del Dengue para promover la cooperación Sur-Sur, fortalecer la respuesta integrada a los arbovirus y posicionar el dengue como una prioridad estratégica para la innovación y el acceso regional.",,,11/2025,11/2025
NSA-2025-45-WPA_5,45,,NSA/ANE,Progress Report - Reporte de Progreso,"OCM 22: Research, ethics, and innovation for health; OCM 17: Elimination of communicable diseases; OCM 08: Access to health technologies; OCM 04: Response capacity for communicable diseases; OCM 01: Access to comprehensive and quality health services; OCM 02: Health throughout the life course.","OCM 22: Investigación, ética e innovación para la salud; OCM 17: Eliminación de enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 04: Capacidad de respuesta ante enfermedades transmisibles; OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 02: Salud a lo largo del ciclo de vida.","Goal 10: Communicable Diseases; Goal 7: Evidence and Knowledge in Health; Goal 5: Medicines, Vaccines, and Technologies; Goal 1: Equitable Access to Health Services","Meta 10: Enfermedades Transmisibles; Meta 7: Evidencia y Conocimiento en Salud; Meta 5: Medicamentos, Vacunas y Tecnologías; Meta 1: Acceso Equitativo a los Servicios de Salud","5. Access projects (cross-cut/horizontal) DNDi collaborated with PAHO to improve access to diagnosis and treatment of leishmaniasis, Chagas disease, and dengue. Joint activities included regional demand forecasting, support for national protocols, capacity building, access to diagnostics and local treatment, policy engagement, and discussions on the introduction of new technologies—strengthening links to PAHO’s Strategic Fund and integrated primary healthcare.","5. Proyectos de acceso (transversales/horizontales) DNDi colaboró con la OPS para mejorar el acceso al diagnóstico y tratamiento de la leishmaniasis, la enfermedad de Chagas y el dengue. Las actividades conjuntas incluyeron la previsión de demanda regional, el apoyo a los protocolos nacionales, el desarrollo de capacidades, el acceso a diagnósticos y tratamientos locales, el compromiso con políticas y discusiones sobre la introducción de nuevas tecnologías, fortaleciendo los vínculos con el Fondo Estratégico de la OPS y la atención primaria de salud integrada.",,,2025,2025
NSA-2025-45-WPA_6,45,,NSA/ANE,Progress Report - Reporte de Progreso,"OCM 22: Research, ethics, and innovation for health; OCM 17: Elimination of communicable diseases; OCM 08: Access to health technologies; OCM 04: Response capacity for communicable diseases; OCM 01: Access to comprehensive and quality health services; OCM 02: Health throughout the life course.","OCM 22: Investigación, ética e innovación para la salud; OCM 17: Eliminación de enfermedades transmisibles; OCM 08: Acceso a tecnologías de salud; OCM 04: Capacidad de respuesta ante enfermedades transmisibles; OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 02: Salud a lo largo del curso de la vida.","Goal 10: Communicable Diseases; Goal 7: Evidence and Knowledge in Health; Goal 5: Medicines, Vaccines, and Technologies; Goal 1: Equitable Access to Health Services","Meta 10: Enfermedades Transmisibles; Meta 7: Evidencia y Conocimiento en Salud; Meta 5: Medicamentos, Vacunas y Tecnologías; Meta 1: Acceso Equitativo a los Servicios de Salud","6. Innovation (cross-cut/horizontal): DNDi initiated collaboration with PAHO’s Department of Innovation, Access to Medicines, and Health Technologies (IMT) to begin identifying concrete, phased activities that support regional innovation ecosystems and health technology production. Priority areas include regional governance of innovation, open science, upstream R&D capacity-building, and amplifying Latin America’s voice in global forums.","6. Innovación (transversal): DNDi inició una colaboración con el Departamento de Innovación, Acceso a Medicamentos y Tecnologías de la Salud (IMT) de la OPS para comenzar a identificar actividades concretas y por fases que apoyen los ecosistemas de innovación regional y la producción de tecnologías de la salud. Las áreas prioritarias incluyen la gobernanza regional de la innovación, la ciencia abierta, el fortalecimiento de capacidades en I+D en etapas tempranas y la amplificación de la voz de América Latina en foros globales.",,,2025,2025
NSA-2025-7-WPA_1,7,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 08: Access to health technologies; OCM 27: Leadership and governance; OCM 28: Management and administration,OCM 08: Acceso a tecnologías de salud; OCM 27: Liderazgo y gobernanza; OCM 28: Gestión y administración,"Goal 1: Equitable Access to Health Services; Goal 5: Medicines, Vaccines, and Technologies; Goal 11: Health Inequalities and Inequities","Objetivo 1: Acceso Equitativo a los Servicios de Salud; Objetivo 5: Medicamentos, Vacunas y Tecnologías; Objetivo 11: Desigualdades e Inequidades en Salud","Technical-scientific support for regional initiatives to strengthen local capacities, promote information exchange, boost public-private collaborations, and foster innovation in the production of raw materials to improve equitable access to medicines. Collaboration between ALIFAR associations and PAHO through information exchange and technical and operational analysis of the initiatives.","Apoyo técnico-científico a iniciativas regionales para fortalecer capacidades locales, promover el intercambio de información, impulsar colaboraciones público-privadas y fomentar la innovación en la producción de materias primas para mejorar el acceso equitativo a medicamentos. Colaboración entre asociaciones de ALIFAR y la OPS mediante intercambio de información y análisis técnico y operativo de las iniciativas.",,,06/2025,06/2025
NSA-2025-7-WPA_2,7,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 08: Access to health technologies; OCM 27: Leadership and governance; OCM 28: Management and administration,OCM 08: Acceso a tecnologías de salud; OCM 27: Liderazgo y gobernanza; OCM 28: Gestión y administración,"Goal 1: Equitable Access to Health Services; Goal 5: Medicines, Vaccines, and Technologies; Goal 11: Health Inequalities and Inequities","Objetivo 1: Acceso Equitativo a los Servicios de Salud; Objetivo 5: Medicamentos, Vacunas y Tecnologías; Objetivo 11: Desigualdades e Inequidades en Salud","Collaboration to strengthen the production and access to biotherapeutics, including biosimilars, through technical participation in meetings and consultations; development of programs to improve quality standards and capabilities in laboratories; contribution of knowledge for technology transfer strategies; and support for consultations on access policies, competition, and intellectual property with a public health focus.","Colaboración para fortalecer la producción y el acceso a bioterapéuticos, incluidos biosimilares, mediante participación técnica en reuniones y consultas; desarrollo de programas para mejorar normas de calidad y capacidades en laboratorios; aporte de conocimientos para estrategias de transferencia tecnológica; y apoyo a consultas sobre políticas de acceso, competencia y propiedad intelectual con enfoque de salud pública.",,,06/2025,06/2025
NSA-2025-7-WPA_3,7,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 08: Access to health technologies; OCM 27: Leadership and governance; OCM 28: Management and administration,OCM 08: Acceso a tecnologías de salud; OCM 27: Liderazgo y gobernanza; OCM 28: Gestión y administración,"Goal 1: Equitable Access to Health Services; Goal 5: Medicines, Vaccines, and Technologies; Goal 11: Health Inequalities and Inequities","Objetivo 1: Acceso Equitativo a los Servicios de Salud; Objetivo 5: Medicamentos, Vacunas y Tecnologías; Objetivo 11: Desigualdades e Inequidades en Salud","Technical assistance, alongside health ministries, to design, implement, and scale digital prescription platforms; promotion of standards that ensure interoperability; support in traceability mechanisms from prescription to dispensing; and encouragement of strict data security and confidentiality standards to comply with international standards.","Asistencia técnica, junto a los ministerios de salud, para diseñar, implementar y escalar plataformas digitales de prescripción; promoción de estándares que aseguren interoperabilidad; apoyo en mecanismos de trazabilidad desde la prescripción hasta la dispensación; y fomento de normas estrictas de seguridad y confidencialidad de datos para cumplir con estándares internacionales.",,,01/2025,01/2025
NSA-2025-7-WPA_4,7,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 08: Access to health technologies; OCM 27: Leadership and governance; OCM 28: Management and administration,OCM 08: Acceso a tecnologías de salud; OCM 27: Liderazgo y gobernanza; OCM 28: Gestión y administración,"Goal 1: Equitable Access to Health Services; Goal 5: Medicines, Vaccines, and Technologies; Goal 11: Health Inequalities and Inequities","Objetivo 1: Acceso Equitativo a los Servicios de Salud; Objetivo 5: Medicamentos, Vacunas y Tecnologías; Objetivo 11: Desigualdades e Inequidades en Salud","Promotion of policies aligned with the needs of the industrial sector and public health to strengthen innovation, pharmaceutical production, and the quality of human resources, based on a regional diagnosis. This includes assessing areas for improvement, developing proposals for local production and access, promoting discussions on intellectual property, highlighting the importance of investing in innovation, and defining fiscal or financial incentives.","Promoción de políticas alineadas con las necesidades del sector industrial y la salud pública para fortalecer la innovación, la producción farmacéutica y la calidad de los recursos humanos, basadas en un diagnóstico regional. Incluye evaluar áreas a fortalecer, elaborar propuestas para la producción local y el acceso, promover debates sobre propiedad intelectual, destacar la importancia de invertir en innovación y definir incentivos fiscales o financieros.",,,06/205,06/205
NSA-2025-7-WPA_5,7,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 08: Access to health technologies; OCM 27: Leadership and governance; OCM 28: Management and administration,OCM 08: Acceso a tecnologías de salud; OCM 27: Liderazgo y gobernanza; OCM 28: Gestión y administración,"Goal 1: Equitable Access to Health Services; Goal 5: Medicines, Vaccines, and Technologies; Goal 11: Health Inequalities and Inequities","Objetivo 1: Acceso Equitativo a los Servicios de Salud; Objetivo 5: Medicamentos, Vacunas y Tecnologías; Objetivo 11: Desigualdades e Inequidades en Salud","Support for the priority activities and projects of the PARF Network and the development of its regional work plan; technical-scientific support for the Pan American conferences; and participation in regional and global public consultations on the quality, safety, and efficacy of medicines, as well as on the recognition of regulatory decisions and their impact on timely access to medical products.","Apoyo a las actividades y proyectos prioritarios de la Red PARF y a la elaboración de su plan de trabajo regional; apoyo técnico-científico para las conferencias panamericanas; y participación en consultas públicas regionales y globales sobre calidad, seguridad y eficacia de medicamentos, así como sobre el reconocimiento de decisiones regulatorias y su impacto en el acceso oportuno a productos médicos.",,,04-2025,04-2025
NSA-2025-57-WPA_1,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"In 2025, PAHO and CTFK conducted country missions, in coordination with other partners in the Bloomberg Initiative, to Brazil (May) and Mexico (April), focusing on tobacco tax initiatives in Brazil and overall strategic planning in Mexico. These missions provided essential technical assistance to local authorities and aimed to strengthen tobacco control efforts.","En 2025, la OPS y CTFK llevaron a cabo misiones en los países, en coordinación con otros socios de la Iniciativa Bloomberg, a Brasil (mayo) y México (abril), con un enfoque en las iniciativas de impuestos al tabaco en Brasil y la planificación estratégica general en México. Estas misiones proporcionaron asistencia técnica vital a las autoridades locales y tuvieron como objetivo fortalecer los esfuerzos de control del tabaco.",,,04-2025/05-2025,04-2025/05-2025
NSA-2025-57-WPA_2,57,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"CTFK and PAHO/WHO collaborated closely with government ministries and civil society organizations across Brazil, Costa Rica, Mexico, Jamaica, Colombia, and Peru. Their advocacy for stronger tobacco control measures involved participation in public hearings, consultations, and providing technical input to legislative and executive branches.","CTFK y la OPS/OMS colaboraron estrechamente con ministerios gubernamentales y organizaciones de la sociedad civil en Brasil, Costa Rica, México, Jamaica, Colombia y Perú. Su defensa de medidas más estrictas de control del tabaco involucró la participación en audiencias públicas, consultas y la provisión de insumos técnicos a las ramas legislativa y ejecutiva.",,,01-2025/10-2025,01-2025/10-2025
NSA-2025-57-WPA_3,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"On June 4, 2025, PAHO and CTFK co-organized the webinar ""From Attraction to Deception: Unmasking the Tobacco Industry’s Product Design and Digital Tactics"" as part of World No Tobacco Day activities.","El 4 de junio de 2025, la OPS y CTFK coorganizaron el seminario web ""De la atracción a la decepción: Desenmascarando el diseño de productos y las tácticas digitales de la industria del tabaco"" como parte de las actividades del Día Mundial Sin Tabaco.",,,06-2025,06-2025
NSA-2025-57-WPA_4,57,,PAHO/OPS,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"From July 28 to 31, 2025, PAHO/WHO invited CTFK to participate in a capacity-building initiative in Belize aimed at enhancing tobacco control efforts across different sectors. The workshop included intersectoral discussions, courtesy visits, and an international regional meeting.","Del 28 al 31 de julio de 2025, la OPS/OMS invitó a CTFK a participar en una iniciativa de desarrollo de capacidades en Belice, destinada a mejorar los esfuerzos de control del tabaco en diferentes sectores. El taller incluyó discusiones intersectoriales, visitas de cortesía y una reunión regional internacional.",,,07-2025,07-2025
NSA-2025-57-WPA_5,57,,PAHO/OPS,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"In August 2025, PAHO invited CTFK for a technical visit to the Dominican Republic to advance the country's health system transformation through the Alliance for Primary Health Care. This visit focused on capacity-building in digital health, integrated service networks, and maternal health.","En agosto de 2025, la OPS invitó a CTFK a una visita técnica a la República Dominicana para avanzar en la transformación del sistema de salud del país a través de la Alianza para la Atención Primaria de Salud. Esta visita se centró en el desarrollo de capacidades en salud digital, redes de servicios integrados y salud materna.",,,08-2025,08-2025
NSA-2025-57-WPA_6,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"In June 2025, PAHO and CTFK collaborated on two panels at the World Conference on Tobacco Control in Dublin: ""Navigating Challenges: Strengthening Tobacco Control While Countering Industry Interference in Latin America"" and ""Tax Reform and Tobacco Excise Taxes in Brazil.""","En junio de 2025, la OPS y CTFK colaboraron en dos paneles en la Conferencia Mundial sobre Control del Tabaco en Dublín: ""Navegando Desafíos: Fortaleciendo el Control del Tabaco Mientras se Contrarresta la Interferencia de la Industria en América Latina"" y ""Reforma Fiscal y Impuestos Especiales sobre el Tabaco en Brasil"".",,,06-2025,06-2025
NSA-2025-57-WPA_7,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"COP11 and MOP4: CTFK collaborated with PAHO/WHO to review FCTC documents and evaluate their impact in the AMRO Region, involving civil society participation and offering technical assistance to Parties.","COP11 y MOP4: CTFK trabajó con la OPS/OMS para revisar los documentos del FCTC y evaluar su impacto en la Región AMRO, incorporando la participación de la sociedad civil y brindando asistencia técnica a las Partes.",,,11-2025,11-2025
NSA-2025-57-WPA_8,57,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"CTFK and PAHO/WHO published a paper titled ""Health Advocacy Strategies to Influence Policy-Making on and Regulation of New Tobacco and Nicotine Products in Latin America and the Caribbean"" in the Pan American Journal of Public Health on May 5, 2025.","CTFK y la OPS/OMS publicaron un artículo titulado ""Estrategias de defensa de la salud para influir en la formulación de políticas y la regulación de nuevos productos de tabaco y nicotina en América Latina y el Caribe"" en la Revista Panamericana de Salud Pública el 5 de mayo de 2025.",,,05-2025,05-2025
NSA-2025-57-WPA_9,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"CTFK and PAHO/WHO provided technical assistance in Brazil for healthcare recovery efforts, strengthening tobacco control initiatives requested by CONICQ (Interministerial Commission for the Implementation of the FCTC).","CTFK y la OPS/OMS brindaron asistencia técnica en Brasil para los esfuerzos de recuperación en salud, fortaleciendo las iniciativas de control del tabaco solicitadas por CONICQ (Comisión Interministerial para la Implementación del FCTC).",,,11-2025,11-2025
NSA-2025-57-WPA_10,57,,PAHO/OPS,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"PAHO's comprehensive virtual course: training aimed at government, civil society organizations, and PAHO country and sub-regional staff to support and advance policies and regulatory measures designed to reduce the demand for and supply of sugar-sweetened beverages and energy-dense, nutrient-poor products. GHAI supported the dissemination of the course.","Curso virtual integral de la OPS: capacitación dirigida a gobiernos, organizaciones de la sociedad civil y personal de la OPS a nivel nacional y subregional para apoyar y promover políticas y medidas regulatorias destinadas a reducir la demanda y la oferta de bebidas azucaradas y productos densos en energía y pobres en nutrientes. La difusión del curso fue apoyada por GHAI.",,,01-2025/06-2025,01-2025/06-2025
NSA-2025-57-WPA_11,57,,PAHO/OPS,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Objetivo 9: Enfermedades no transmisibles; Objetivo 4: Financiamiento de la salud,"Vanessa Mello Rodrigues, GHAI Food Policy Program In-country Coordinator in Brazil, joined a panel at the Pan American Health Organization/World Health Organization Regional Meeting on Noncommunicable Disease Prevention and Control on March 26th, 2025, held in Brasília, Brazil. GHAI focused on industry interference in policies to reduce the consumption of tobacco, alcohol, and ultra-processed foods.","Vanessa Mello Rodrigues, Coordinadora del Programa de Políticas Alimentarias de GHAI en Brasil, participó en un panel en la Reunión Regional de la Organización Panamericana de la Salud/Organización Mundial de la Salud sobre Prevención y Control de Enfermedades No Transmisibles el 26 de marzo de 2025, celebrada en Brasilia, Brasil. GHAI se centró en la interferencia de la industria en las políticas para reducir el consumo de tabaco, alcohol y alimentos ultraprocesados.",,,03-2025,03-2025
NSA-2025-57-WPA_12,57,,PAHO/OPS,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades No Transmisibles; Meta 4: Financiamiento de la Salud,"GHAI’s Food and Nutrition Vice President, Veronica Schoj, provided technical inputs by participating in the SSB Tax development workshop in Peru from September 17-19, 2025. PAHO is using the workshop to support the development of a methodology for establishing regional best practices for the taxation of sweetened beverages.","La Vicepresidenta de Alimentos y Nutrición de GHAI, Veronica Schoj, proporcionó insumos técnicos al participar en el taller de desarrollo del impuesto SSB en Perú del 17 al 19 de septiembre de 2025. La OPS está utilizando el taller para apoyar el desarrollo de una metodología para establecer las mejores prácticas regionales para la tributación de bebidas azucaradas.",,,09-2025,09-2025
NSA-2025-57-WPA_13,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCD,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"PAHO and GHAI collaborated on multiple meetings and workshops to promote Front-of-Pack Warning Labels (FOPWL): PAHO participated in GHAI-supported education in the Caribbean by presenting on designing evidence-based FOPWL models. PAHO held the Sub-Regional Forum on Food Labeling Legislation in Central America, where GHAI participated and sponsored civil society involvement. GHAI also took part in PAHO’s Workshop on the Implementation of Front-of-Pack Labeling and Food and Beverage Marketing Regulations in Mexico City.","La OPS y GHAI colaboraron en múltiples reuniones y talleres para promover el etiquetado frontal de advertencia de alimentos y bebidas (FOPWL, por sus siglas en inglés): la OPS participó en la educación apoyada por GHAI en el Caribe presentando sobre el diseño de modelos de FOPWL basados en evidencia. La OPS llevó a cabo el Foro Subregional sobre Legislación de Etiquetado de Alimentos en Centroamérica; GHAI participó y patrocinó la participación de la sociedad civil. GHAI participó en el Taller de la OPS sobre la Implementación del Etiquetado Frontal y las Regulaciones de Marketing de Alimentos y Bebidas en la Ciudad de México.",,,05-2025/07-2025,05-2025/07-2025
NSA-2025-57-WPA_14,57,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 13: Risk factors for non-communicable diseases (NCDs),OCM 13: Factores de riesgo para las ENCDs,Goal 9: Noncommunicable Diseases; Goal 4: Health Financing,Meta 9: Enfermedades no transmisibles; Meta 4: Financiamiento de la salud,"PAHO and GHAI are collaborating on the development of materials and tools to promote food policy priorities. The GHAI legal team has provided technical input and contributed to the preparation of a PAHO tool to support member states in designing regulatory policies aimed at promoting and protecting healthy diets. Technical input was provided by our legal advisor, Juan Carballo.",La OPS y GHAI están colaborando en el desarrollo de materiales y herramientas para promover las prioridades de políticas alimentarias: el equipo legal de GHAI ha proporcionado insumos técnicos y ha contribuido a la preparación de una herramienta de la OPS para apoyar a los estados miembros en el diseño de políticas regulatorias que promuevan y protejan dietas saludables. Los insumos técnicos fueron proporcionados por nuestro asesor legal Juan Carballo.,,,01-2025/12-2025,01-2025/12-2025
NSA-2025-64-WPA_1,64,,NSA/ANE,Progress Report - Reporte de Progreso,,,,,,,,,,
NSA-2025-65-WPA_1,65,,PAHO/OPS & NSA/ANE,Renewal - Renovación,,,,,,,,,,
NSA-2025-62-WPA_1,62,,PAHO/OPS,Renewal - Renovación,,,,,,,,,,
NSA-2025-62-WPA_2,62,,PAHO/OPS,Renewal - Renovación,,,,,,,,,,
NSA-2025-62-WPA_3,62,,PAHO/OPS,Renewal - Renovación,,,,,,,,,,
NSA-2025-18-WPA_1,18,,PAHO/OPS & NSA/ANE,New Application - Nueva Aplicación,,,,,,,,,,
NSA-2025-18-WPA_2,18,,PAHO/OPS & NSA/ANE,New Application - Nueva Aplicación,,,,,,,,,,
NSA-2025-18-WPA_3,18,,PAHO/OPS & NSA/ANE,New Application - Nueva Aplicación,,,,,,,,,,
NSA-2025-53-WPA_1,53,,NSA/ANE,Renewal - Renovación,OCM 01: Access to comprehensive and quality health services; OCM 05: Access to services for non-communicable diseases (NCDs) and mental health conditions.,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 05: Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental.,,,"1. Continued training and operational development for nurses, pharmacists, and oncology clinic staff: Ongoing practical and theoretical oncology training for nurses, pharmacists, and clinic staff, along with support for developing and strengthening clinical operations, in line with national and regional priorities. Activities include curriculum design, training delivery, and support for operational system improvements to enhance workflows, patient and staff safety, and the delivery of patient care.","1. Capacitación continua y desarrollo operativo para enfermeras, farmacéuticos y personal de clínicas de oncología:  
Capacitación práctica y didáctica continua en oncología para enfermeras, farmacéuticos y personal de la clínica, junto con apoyo para desarrollar y fortalecer las operaciones clínicas, alineadas con las prioridades nacionales y regionales. Las actividades incluyen el diseño de currículos, la entrega de capacitación y el apoyo a mejoras en los sistemas operativos para optimizar los flujos de trabajo, la seguridad de los pacientes y el personal, y la prestación de atención al paciente.","Nurses, pharmacists, and oncology clinic staff with enhanced skills in oncology care. Operational systems improved to ensure high-quality care.","Enfermeras, farmacéuticos y personal de clínicas de oncología con competencias mejoradas en el cuidado oncológico. Sistemas operativos fortalecidos para mantener una atención de alta calidad.",2026-2028,2026-2028
NSA-2025-53-WPA_2,53,,NSA/ANE,Renewal - Renovación,OCM 01: Access to comprehensive and quality health services; OCM 05: Access to services for non-communicable diseases (NCDs) and mental health conditions.,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 05: Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental.,,,"2. Continued support for medical oncology through tumor boards and gynecologic oncology surgery:  
Expand specialist oncology support through regular multidisciplinary tumor boards and capacity building for gynecologic oncology surgery. Activities include sharing case-based knowledge, providing mentorship, and supporting decision-making for complex patient cases, and integrating best practices into national and regional cancer strategies in coordination with PAHO.","2. Apoyo continuo a la oncología médica a través de comités de tumores y cirugía de oncología ginecológica:  
Expandir el apoyo especializado en oncología mediante comités de tumores multidisciplinarios regulares y el fortalecimiento de capacidades para la cirugía de oncología ginecológica. Las actividades incluyen compartir conocimientos basados en casos, proporcionar mentoría y apoyar la toma de decisiones para casos complejos de pacientes, así como integrar las mejores prácticas en las estrategias nacionales y regionales de cáncer en coordinación con la OPS.","Monthly tumor boards and ongoing support for gynecologic oncology surgery, contributing to evidence-based treatment pathways and improved patient outcomes.","Juntas mensuales de tumores y asistencia continua a la cirugía de oncología ginecológica, contribuyendo a rutas de tratamiento basadas en evidencia y mejores resultados para los pacientes.",2026-2028,2026-2028
NSA-2025-53-WPA_3,53,,NSA/ANE,Renewal - Renovación,OCM 01: Access to comprehensive and quality health services; OCM 05: Access to services for non-communicable diseases (NCDs) and mental health conditions.,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 05: Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental.,,,"3. Breast cancer prevention education through the development and distribution of an educational comic book:  
Develop, update, and distribute a culturally relevant breast cancer prevention comic book, with PAHO technical guidance, to promote early detection and health-promoting behaviors among communities in Belize.","3. Educación sobre la prevención del cáncer de mama a través del desarrollo y distribución de un cómic educativo:  
Desarrollar, actualizar y distribuir un cómic educativo sobre la prevención del cáncer de mama que sea culturalmente relevante, con la orientación técnica de la OPS, para promover la detección temprana y comportamientos que favorezcan la salud en las comunidades de Belice.",Reach more individuals through educational materials and outreach focused on breast cancer prevention.,Alcanza a más personas a través de materiales educativos y actividades de divulgación centradas en la prevención del cáncer de mama.,2026-2028,2026-2028
